typeName,slot
Pith B-Type Large Shield Booster,M
Dual Modulated Light Energy Beam I,H
Standup L-Set Ammunition Manufacturing Efficiency I,R
Pithi B-Type Small Remote Shield Booster,H
Medium Ancillary Current Router II,R
True Sansha Small Energy Nosferatu,H
Gatling Anode Particle Stream I,H
Beam Parallax Tracking Program,L
Large Algid Hybrid Administrations Unit I,R
Tairei's Modified Heavy Capacitor Booster,M
Corpus A-Type Armor Thermal Hardener,L
Small Rudimentary Concussion Bomb I,H
Small Focused Anode Pulse Particle Stream I,H
Phased Muon ECCM Caster I,M
Quad Light Beam Laser II,H
Mizuro's Modified Torpedo Launcher,H
Scout Scoped Dual 1000mm Railgun,H
Standup Missile Guidance Enhancer I,L
Skirmish Warfare Link - Evasive Maneuvers II,H
Heavy Afocal Pulse Maser I,H
425mm Medium Gallium Machine Gun,H
Mining Foreman Burst I,H
Heavy 'Vrykolakas' Energy Nosferatu,H
True Sansha Small Focused Pulse Laser,H
Tachyon Beam Laser II,H
Sentient Burst Jammer,M
Kaikka's Modified EM Ward Field,M
Cruise Missile Launcher I,H
Standup M-Set Blueprint Copy Accelerator II,R
Gistum C-Type Medium Shield Booster,M
Modal Enduring Dual Giga Beam Laser,H
Ahremen's Modified Power Diagnostic System,L
Capital Remote Hull Repairer II,H
Prototype ECCM Radar Sensor Cluster,M
Centii A-Type Small Remote Capacitor Transmitter,H
AML Compact Omnidirectional Tracking Link,M
Unit W-634's Modified Omnidirectional Tracking Enhancer,L
Centii C-Type Kinetic Plating,L
Shadow Serpentis Heavy Stasis Grappler,M
Cormack's Modified Reactor Control Unit,L
Experimental Hyperspatial Accelerator,L
True Sansha Energized EM Membrane,L
Limited Energized Adaptive Nano Membrane I,L
Large Energy Burst Aerator I,R
Domination 10000MN Afterburner,M
Dual Heavy Modulated Pulse Energy Beam I,H
Corpum A-Type Medium Remote Capacitor Transmitter,H
Ammatar Navy Mega Beam Laser,H
Corpum B-Type Energized EM Membrane,L
Imperial Navy Energized Thermal Membrane,L
Armor Command Burst I,H
Burst Jammer I,M
Corpii A-Type Small Remote Capacitor Transmitter,H
Brynn's Modified Adaptive Nano Plating,L
Upgraded Explosive Plating I,L
Anode Scoped Quad Mega Pulse Laser,H
Capital Hybrid Discharge Elutriation I,R
Large Tracking Diagnostic Subroutines I,R
Alpha Hull Mod Nanofiber Structure,L
Medium Remote Armor Repairer II,H
Imperial Navy Energized Explosive Membrane,L
125mm Railgun II,H
10000MN Monopropellant Enduring Afterburner,M
Medium Targeting System Subcontroller I,R
Spectre Fleet's Modified Entosis Link,H
Limited 'Limos' Rapid Light Missile Launcher,H
Upgraded 'Malkuth' Torpedo Launcher,H
Brokara's Modified Reactor Control Unit,L
Large Drone Mining Augmentor I,R
Gist X-Type Large Shield Booster,M
Ammatar Navy Micro EMP Smartbomb,H
Type-D Restrained Capacitor Flux Coil,L
Capital Energy Discharge Elutriation II,R
Triple Neutron Blaster Cannon I,H
Republic Fleet 1400mm Howitzer Artillery,H
Small Hybrid Ambit Extension II,R
Shadow Serpentis Large Armor Repairer,L
Modal Ion Particle Accelerator I,H
Kaikka's Modified Cruise Missile Launcher,H
Small Energy Ambit Extension I,R
Warp Prohibitor I,H
Beta Reactor Control: Reaction Control I,L
Standup M-Set Advanced Medium Ship Manufacturing Material Efficiency II,R
Capital Ionic Field Projector II,R
Luther Veron's Modified Tachyon Beam Laser,H
Energized EM Membrane I,L
Limited Precise Ion Siege Blaster,H
X-Large Ship Research I,R
'Gjallarhorn' Explosive Doomsday,H
Kaikka's Modified Large Shield Booster,M
QA Shield Transporter - 5 Players,H
Centus C-Type Armor Thermal Hardener,L
Chelm's Modified Armor Thermal Hardener,L
True Sansha Capacitor Power Relay,L
Thukker Micro Auxiliary Power Core,L
Siege Module I,H
Quad 3500mm Siege Artillery I,H
Focused Anode Pulse Particle Stream I,H
Triage Module I,H
Limited Kinetic Deflection Field I,M
Brynn's Modified Dual 250mm Railgun,H
Small 'Upir' Energy Nosferatu,H
Thukker Small Cap Battery,M
Capital Remote Repair Augmentor II,R
Standup M-Set ME Research Cost Optimization I,R
Large Inefficient Armor Repair Unit,L
Medium Gravity Capacitor Upgrade II,R
Tengu Offensive - Magnetic Infusion Basin,S
Shield Flux Coil II,L
Corelum C-Type Energized EM Membrane,L
Khanid Navy Energized Thermal Membrane,L
Dread Guristas Torpedo Launcher,H
Republic Fleet 280mm Howitzer Artillery,H
Kaikka's Modified X-Large Shield Booster,M
10MN Analog Booster Afterburner,M
Thon's Modified Kinetic Deflection Field,M
Large 'Outlaw' Shield Booster,M
Standup M-Set Advanced Medium Ship Manufacturing Material Efficiency I,R
Capital Hybrid Burst Aerator I,R
'Arquebus' Heavy Beam Laser I,H
Shadow Serpentis 25000mm Steel Plates,L
Capital Egress Port Maximizer II,R
Large Automated Structural Restoration,M
Large Projectile Ambit Extension II,R
Ammatar Navy Focused Medium Pulse Laser,H
Medium Drone Mining Augmentor I,R
Mizuro's Modified Dual 650mm Repeating Cannon,H
Raysere's Modified Reactor Control Unit,L
Mega Anode Pulse Particle Stream I,H
Small Ghoul Compact Energy Nosferatu,H
Core A-Type Armor Explosive Hardener,L
'Basic' Gyrostabilizer,L
'Alpha' Data Analyzer I,M
Small Transverse Bulkhead I,R
Surrogate Multi-Frequency Reserve Array I,L
Limited 'Limos' Heavy Assault Missile Launcher I,H
Corelum A-Type Energized Thermal Membrane,L
Focused Modal Pulse Laser I,H
Tuvan's Modified Tracking Computer,M
Experimental XT-2800 Heavy Assault Missile Launcher I,H
Limited Light Electron Blaster I,H
Capital Drone Speed Augmentor II,R
Warp Core Stabilizer II,L
Heat Exhaust System,L
Heavy Energy Nosferatu I,H
Tuvan's Modified Magnetic Field Stabilizer,L
Large Anti-Explosive Screen Reinforcer II,R
Dual 150mm Prototype Gauss Gun,H
Mark I Modified SS Nanofiber Structure,L
Capital Projectile Burst Aerator II,R
200mm Light 'Scout' Autocannon I,H
Mizuro's Modified Cruise Missile Launcher,H
Centum C-Type Medium Remote Armor Repairer,H
Improved Cloaking Device II,H
Thermal Plating I,L
OLD Loki Offensive - Turret Concurrence Registry,S
Brokara's Modified Armor Kinetic Hardener,L
Vizan's Modified Energized Thermal Membrane,L
'Gauntlet' Small Focused Beam Laser I,H
Large Tech I Subsystem Research I,R
Small Armor Repairer I,L
Micro Plasma Smartbomb II,H
Khanid Navy Ballistic Control System,L
Standup M-Set Energy Neutralizer Projection II,R
Omnidirectional Tracking Link II,M
Basic Kinetic Plating,L
Small Semiconductor Memory Cell II,R
Coreli A-Type Kinetic Plating,L
Khanid Navy Energized EM Membrane,L
Heavy Pulse Laser I,H
Ahremen's Modified Mega Pulse Laser,H
Large Sentry Damage Augmentor I,R
Experimental Energized EM Membrane I,L
Partial Hull Conversion Reinforced Bulkheads,L
100mm Rolled Tungsten Compact Plates,L
Capital Rocket Fuel Cache Partition II,R
Core A-Type 500MN Microwarpdrive,M
Corpus C-Type Heavy Energy Nosferatu,H
Mark I Modified SS Expanded Cargo,L
True Sansha Energized Adaptive Nano Membrane,L
1200mm Heavy Carbine Howitzer I,H
Pithi C-Type Small Shield Booster,M
Standup XL-Set Extinction Level Weapons Suite II,R
Reinforced Bulkheads II,L
Dual Modulated Heavy Energy Beam I,H
Sealed Multi-Frequency Backup Cluster,L
Corpum A-Type Medium Energy Neutralizer,H
Explosive Deflection Amplifier II,M
F-43 Repetitive Gravimetric Backup Sensors,L
Practical Type-E Ship Probe,M
Small Projectile Collision Accelerator I,R
Estamel's Modified Multispectral ECM,M
Large Shield Booster I,M
425mm 'Scout' Accelerator Cannon,H
'Peace' Large Remote Armor Repairer,H
Small Remote Armor Repairer I,H
Basic Energized Explosive Membrane,L
Caldari Navy X-Large Shield Booster,M
Supplemental Explosive Deflection Amplifier,M
Drone Damage Amplifier II,L
Large EMP Smartbomb II,H
F-42 Reiterative RADAR Backup Sensors,L
PL-0 Scoped Cargo Scanner,M
Selynne's Modified Tachyon Beam Laser,H
Type-E Altered SS Inertial Stabilizers,L
Dread Guristas Dual 150mm Railgun,H
Improved 'Guise' Cloaking Device II,H
Core X-Type Armor Explosive Hardener,L
Alfven Enduring Remote Tracking Computer,M
'Spiegel' EM Plating I,L
Large Supplemental Barrier Emitter I,M
Enfeebling Scoped Ladar ECM,M
Gistum A-Type 50MN Microwarpdrive,M
Upgraded Thermal Dissipation Amplifier I,M
Medium Anti-Kinetic Pump II,R
Thon's Modified Ballistic Control System,L
Brynn's Modified Armor Kinetic Hardener,L
J5 Enduring Warp Disruptor,M
Tuvan's Modified Ion Blaster Cannon,H
Sentient Fighter Support Unit,H
'Wild' Miner I,H
Small Hybrid Discharge Elutriation I,R
Capital Auxiliary Thrusters II,R
Medium Energy Collision Accelerator II,R
Warded Radar Backup Cluster I,L
Medium Energy Neutralizer II,H
Large Core Defense Charge Economizer II,R
Corpus A-Type Armor Kinetic Hardener,L
Information Warfare Link - Electronic Superiority II,H
Large Low Friction Nozzle Joints II,R
Kaikka's Modified Thermal Dissipation Field,M
OLD Proteus Propulsion - Localized Injectors,S
Estamel's Modified Torpedo Launcher,H
Thukker Modified 100MN Afterburner,M
X-Large Equipment Research II,R
Pith A-Type Kinetic Deflection Field,M
'Executive' Remote Sensor Dampener,M
Standup L-Set Advanced Small Ship Manufacturing Efficiency I,R
Small Partial E95a Remote Capacitor Transmitter,H
Auto Targeting System II,H
Gist X-Type Kinetic Deflection Field,M
Corelum A-Type Medium Armor Repairer,L
Relic Analyzer II,M
Explosive Plating I,L
Chelm's Modified Adaptive Nano Plating,L
Alumel Magnetometric ECCM Sensor Array I,M
True Sansha Medium Capacitor Booster,M
Corelum B-Type 10MN Afterburner,M
1400mm Carbine Howitzer I,H
Basic Layered Plating,L
Warp Disruptor I,M
Capacitor Power Relay II,L
Tairei's Modified Heavy Energy Nosferatu,H
Capital Shield Extender II,M
Magnetometric Backup Array II,L
Setele's Modified Energized Thermal Membrane,L
Medium Tech I Small Ship Research I,R
Ahremen's Modified Armor Explosive Hardener,L
'Recusant' Hostile Targeting Array I,H
Shield Recharger I,M
Regulated Compact Ion Siege Blaster,H
Limited Explosive Deflection Field I,M
ECCM - Magnetometric I,M
Black Eagle Drone Link Augmentor,H
Command Processor I,M
Draclira's Modified Armor EM Hardener,L
Loki Propulsion - Intercalated Nanofibers,S
Large Tracking Diagnostic Subroutines II,R
F-293 Scoped Remote Tracking Computer,M
F-42 Reiterative Ladar Backup Sensors,L
Deluge Enduring Burst Jammer,M
Khanid Navy Cap Recharger,M
Micro Tapered Capacitor Infusion I,M
Republic Fleet Heavy Missile Launcher,H
Large Gravity Capacitor Upgrade I,R
Standup M-Set I2 Materials Reclamation I,R
Caldari Navy Heavy Assault Missile Launcher,H
X-Large Capacitor Battery I,M
Standup L-Set Target Acquisition Array II,R
Caldari Navy EM Ward Amplifier,M
Limited Kinetic Plating I,L
Core B-Type Armor Explosive Hardener,L
Domination 100MN Afterburner,M
Corpum A-Type Energized Explosive Membrane,L
125mm Carbide Railgun I,H
Gravimetric ECM II,M
Small C5-L Emergency Shield Overload I,M
'Repose' Core Compensation,L
OLD Tengu Defensive - Adaptive Shielding,S
'Firewall' Signal Amplifier,L
Ladar Positional ECCM Sensor System I,M
Dark Blood Medium Capacitor Booster,M
True Sansha Armor Explosive Hardener,L
Pithi A-Type Small Shield Booster,M
Micro Azeotropic Ward Salubrity I,M
Domination Large Cap Battery,M
Mark I Compact Reactor Control Unit,L
Large Coaxial Compact Remote Armor Repairer,H
Republic Fleet 1200mm Artillery,H
Standup L-Set Target Acquisition Array I,R
Coreli B-Type EM Plating,L
280mm Howitzer Artillery II,H
Centum B-Type Energized EM Membrane,L
Medium Tech I Medium Ship Research II,R
Capital Hybrid Collision Accelerator II,R
Standup M-Set Advanced Small Ship Manufacturing Time Efficiency I,R
Centii C-Type EM Plating,L
Hakim's Modified Heavy Warp Disruptor,M
Mining Foreman Burst II,H
Small Emission Scope Sharpener I,R
Estamel's Modified Adaptive Invulnerability Field,M
Medium Consumable Research II,R
Vizan's Modified Energized Explosive Membrane,L
Ammatar Navy Cap Recharger,M
QA Tracking Enhancer,L
Small Trimark Armor Pump I,R
Proteus Offensive - Support Processor,S
Standup L-Set TE Research Optimization II,R
'Pilfer' Energized Adaptive Nano Membrane I,L
Capital Nanobot Accelerator II,R
Prototype Jump Drive Economizer,L
Large Trimark Armor Pump II,R
Proteus Defensive - Augmented Plating,S
Civilian Stasis Webifier,M
OLD Loki Engineering - Supplemental Coolant Injector,S
Medium YF-12a Smartbomb,H
Scattering ECCM Projector I,M
Small Projectile Ambit Extension II,R
Rocket Launcher I,H
Vizan's Modified Thermal Plating,L
Small Energy Collision Accelerator I,R
Ammatar Navy Medium Armor Repairer,L
Centus X-Type Armor Explosive Hardener,L
Standup L-Set Point Defense Battery Control I,R
Brynn's Modified Damage Control,L
Dual Modal Heavy Laser I,H
Small Cargohold Optimization I,R
Capital Coaxial Compact Remote Armor Repairer,H
Pith C-Type Explosive Deflection Field,M
Large Energy Locus Coordinator II,R
Experimental TE-2100 Light Missile Launcher,H
Ammatar Navy Medium Energy Neutralizer,H
Capital Core Defense Field Purger I,R
Capital Anti-Thermal Pump I,R
Standup L-Set Advanced Medium Ship Manufacturing Efficiency I,R
Caldari Navy Large Graviton Smartbomb,H
True Sansha Warp Disruption Field Generator,H
Standup M-Set I1 Materials Reclamation I,R
Nanofiber Internal Structure II,L
Khanid Navy EM Plating,L
400mm Steel Plates I,L
Type-D Restrained Shield Power Relay,L
Centum C-Type Energized Thermal Membrane,L
Emergency Damage Control I,L
Tuvan's Modified Thermal Plating,L
Standup M-Set Structure Manufacturing Time Efficiency I,R
Dual 150mm Carbide Railgun I,H
Hakim's Modified EM Ward Amplifier,M
Ammatar Navy Small Energy Nosferatu,H
Legion Defensive - Nanobot Injector,S
Tracking Disruptor II,M
Stamped Heat Sink,L
Corpus A-Type Heavy Energy Neutralizer,H
Core A-Type Armor Thermal Hardener,L
ECCM - Magnetometric II,M
Standup M-Set Energy Neutralizer Economy I,R
Large Higgs Anchor I,R
Sentient Signal Amplifier,L
250mm Carbide Railgun I,H
Small Energy Nosferatu II,H
Shadow Serpentis Adaptive Nano Plating,L
Small 'Arup' Remote Armor Repairer,H
Standup L-Set Drone and Fighter Manufacturing Efficiency II,R
Capital Energy Discharge Elutriation I,R
Federation Navy Armor EM Hardener,L
Missile Guidance Enhancer I,L
Siege Warfare Link - Active Shielding II,H
Dark Blood Adaptive Nano Plating,L
Mega Modal Pulse Laser I,H
Ionic Field Accelerator I,M
Medium Knave Scoped Energy Nosferatu,H
Standup M-Set TE Research Cost Optimization II,R
Vepas' Modified Large Graviton Smartbomb,H
Projectile Consumption Elutriator II,R
'Harmony' Small Armor Repairer I,L
Large Energy Ambit Extension I,R
Mark I Compact Shield Power Relay,L
Republic Fleet 50MN Microwarpdrive,M
Medium Energy Discharge Elutriation II,R
Capital Projectile Ambit Extension I,R
Dual Light Beam Laser I,H
Capital Anti-EM Screen Reinforcer I,R
Chelm's Modified Reactor Control Unit,L
Shadow Serpentis Electron Blaster Cannon,H
Shadow Serpentis 350mm Railgun,H
Imperial Navy Heavy Pulse Laser,H
Republic Fleet Dual 180mm Autocannon,H
Centum B-Type Medium Remote Capacitor Transmitter,H
Heavy Gunnar Compact Stasis Grappler,M
Small EW Drone Range Augmentor II,R
Corpus X-Type Large Armor Repairer,L
Anode Light Neutron Particle Cannon I,H
Small Hybrid Burst Aerator II,R
Medium Rudimentary Concussion Bomb I,H
Tuvan's Modified Energized EM Membrane,L
'Arbalest' Heavy Missile Launcher,H
Large Murky Remote Capacitor Transmitter,H
Pith C-Type X-Large Shield Booster,M
Prototype Hyperspatial Accelerator,L
Auto-Gain Control Tracking Enhancer I,L
Shadow Serpentis 500MN Microwarpdrive,M
Gistum C-Type 10MN Afterburner,M
Small Hybrid Metastasis Adjuster I,R
Medium Hybrid Burst Aerator II,R
Khanid Navy Adaptive Nano Plating,L
'Penumbra' White Noise ECM,M
Tobias' Modified Large Shield Booster,M
Large Anti-Kinetic Pump II,R
Dark Blood Large EMP Smartbomb,H
Capital Energy Ambit Extension I,R
Drone Navigation Computer I,M
Large Tech I Ship Research II,R
Corelum C-Type Energized Adaptive Nano Membrane,L
Ballistic 'Purge' Targeting System I,L
Shadow Serpentis Triple Neutron Blaster Cannon,H
Raysere's Modified Armor Explosive Hardener,L
Prototype Energized EM Membrane I,L
Dark Blood Small Energy Nosferatu,H
Shadow Serpentis 425mm Railgun,H
Federation Navy 250mm Railgun,H
Medium Tech I Small Ship Research II,R
Setele's Modified Explosive Plating,L
Large Hybrid Discharge Elutriation I,R
Standup M-Set HS Materials Reclamation I,R
Pithum C-Type Explosive Deflection Amplifier,M
Medium Warhead Flare Catalyst I,R
125mm Light Carbine Repeating Cannon I,H
Sentient Remote Sensor Booster,M
Medium Energy Nosferatu II,H
Type-E Power Core Modification: Capacitor Flux,L
Shadow Serpentis 50000MN Microwarpdrive,M
Tengu Offensive - Support Processor,S
Large Ancillary Remote Shield Booster,H
Gist A-Type 500MN Microwarpdrive,M
Large Warhead Flare Catalyst II,R
Power Diagnostic System II,L
Caldari Navy Power Diagnostic System,L
Setele's Modified Energized Explosive Membrane,L
Small 'Hope' Hull Reconstructor I,M
Large Drone Repair Augmentor I,R
Capital Emergency Hull Energizer I,L
350mm Compressed Coil Gun I,H
Micro 'Notos' Explosive Charge I,H
220mm Medium Prototype Automatic Cannon,H
Centii C-Type Small Remote Armor Repairer,H
Rapid Torpedo Launcher II,H
EM Plating II,L
'Underhand' Neutron Blaster Cannon I,H
Small Tractor Beam I,H
Federation Navy Drone Navigation Computer,M
EP-S Gaussian Scoped Mining Laser,H
Shadow Serpentis Thermal Plating,L
Large Ionic Field Projector II,R
Small Trimark Armor Pump II,R
100mm Steel Plates I,L
Micro Rudimentary Concussion Bomb I,H
Small Memetic Algorithm Bank II,R
Dread Guristas Heavy Assault Missile Launcher,H
OLD Loki Propulsion - Chassis Optimization,S
Medium Projectile Collision Accelerator I,R
Surface Cargo Scanner I,M
Domination Dual 425mm Autocannon,H
Pith C-Type Shield Boost Amplifier,M
Large Hyperspatial Velocity Optimizer II,R
Photonic CPU Enhancer,L
Polarized Heavy Pulse Laser,H
Small Algid Hybrid Administrations Unit I,R
'Noose' Cruise Missile Launcher,H
Caldari Navy Rapid Light Missile Launcher,H
Corpii A-Type Small Energy Nosferatu,H
Ammatar Navy Energized Adaptive Nano Membrane,L
Large Converse Deflection Catalyzer,M
Oshima's System Scanner,M
Imperial Navy Energized Kinetic Membrane,L
Beta Hull Mod Overdrive Injector,L
Tobias' Modified Heavy Warp Scrambler,M
Medium Drone Repair Augmentor II,R
Draclira's Modified Adaptive Nano Plating,L
Setele's Modified Energized EM Membrane,L
Dark Blood Dual Giga Beam Laser,H
Structure Remote Armor Repairer,H
Large Drone Durability Enhancer I,R
Dark Blood Micro Capacitor Booster,M
Shadow Serpentis Co-Processor,L
Dual Modal Light Laser I,H
Small Energy Locus Coordinator II,R
Medium Anti-EM Screen Reinforcer I,R
Core A-Type Large Armor Repairer,L
Medium 'Strigoi' Energy Nosferatu,H
Ladar Firewall,L
Setele's Modified Dual 250mm Railgun,H
Dual 425mm 'Scout' Autocannon I,H
Large Anti-EM Screen Reinforcer II,R
Standup Arcing Vorton Projector I,H
Single Diode Basic Mining Laser,H
Republic Fleet Large Cap Battery,M
Large 'Atonement' Remote Shield Booster,H
Prototype Energized Kinetic Membrane I,L
Thon's Modified Cruise Missile Launcher,H
Corpii A-Type Small Armor Repairer,L
Mega Modulated Energy Beam I,H
Coreli A-Type Thermal Plating,L
Small Subordinate Screen Stabilizer I,M
Tobias' Modified Thermal Dissipation Amplifier,M
Small Energy Metastasis Adjuster I,R
Republic Fleet Thermal Plating,L
Capital Energy Ambit Extension II,R
Vepas' Modified EM Ward Amplifier,M
Rapid Heavy Missile Launcher I,H
Capital Indefatigable Enduring Emergency Hull Energizer,L
Energized Thermal Membrane I,L
Large Remote Repair Augmentor I,R
Domination Adaptive Nano Plating,L
'Benefactor' Ward Reconstructor,M
Anode Scoped Triple Neutron Blaster Cannon,H
Vepas's Modified Explosive Deflection Field,M
Brokara's Modified Energized Adaptive Nano Membrane,L
Khanid Navy Energized Adaptive Nano Membrane,L
Nanomechanical CPU Enhancer,L
CONCORD Modified Warp Scrambler,M
Small Remote Capacitor Transmitter I,H
5MN Cold-Gas Enduring Microwarpdrive,M
Kaatara's Custom Magnetic Field Stabilizer,L
Torpedo Launcher I,H
Multi Sensor Backup Array I,L
Medium Trimark Armor Pump II,R
Ladar Backup Array I,L
Sealed Magnetometric Backup Cluster,L
Regulated Mega Electron Phase Cannon I,H
Large Warhead Calefaction Catalyst II,R
Standup M-Set Fighter Navigation I,R
Brokara's Modified Heavy Capacitor Booster,M
Caldari Navy Medium Graviton Smartbomb,H
Structure Remote Sensor Booster,M
Small Algid Energy Administrations Unit I,R
Large Solace Scoped Remote Armor Repairer,H
Large Stasis Drone Augmentor II,R
Dread Guristas Shield Boost Amplifier,M
Syndicate Damage Control,L
Small Particle Dispersion Augmentor I,R
Small Energy Burst Aerator II,R
Medium Signal Focusing Kit I,R
Polarized Heavy Assault Missile Launcher,H
Pith B-Type Explosive Deflection Field,M
Standup L-Set Invention Optimization II,R
Large Shield Booster II,M
Small Engine Thermal Shielding I,R
ECCM - Gravimetric II,M
1200mm Artillery Cannon II,H
Standup CSP Tractor Beam I,H
Magnetometric Firewall,L
Micro Capacitor Booster I,M
Caldari Navy Rapid Heavy Missile Launcher,H
50000MN Microwarpdrive I,M
Capital Auxiliary Nano Pump II,R
Alumel Omni ECCM Sensor Array I,M
Federation Navy 75mm Railgun,H
Capital Anti-Explosive Pump I,R
Pithum C-Type Kinetic Deflection Amplifier,M
Small Projectile Locus Coordinator I,R
True Sansha Heavy Missile Launcher,H
Standup L-Set Advanced Component Manufacturing Efficiency II,R
Standup L-Set Advanced Medium Ship Manufacturing Efficiency II,R
Large Hull Repairer I,M
Pithum A-Type Thermal Dissipation Amplifier,M
Pithum B-Type Medium Remote Shield Booster,H
Brokara's Modified Armor EM Hardener,L
Prototype Armor Explosive Hardener I,L
650mm Medium Prototype Siege Cannon,H
Capital Projectile Metastasis Adjuster I,R
Monopulse Tracking Mechanism I,M
Vizan's Modified Power Diagnostic System,L
Small Anti-Kinetic Pump I,R
OLD Legion Offensive - Covert Reconfiguration,S
Shadow Serpentis Ion Blaster Cannon,H
Federation Navy Magnetic Field Stabilizer,L
Small Ohm Capacitor Reserve I,M
Gistii C-Type 1MN Afterburner,M
Ammatar Navy Heavy Energy Nosferatu,H
Imperial Navy Small Energy Nosferatu,H
Capital Energy Neutralizer II,H
Gist B-Type X-Large Shield Booster,M
Dark Blood Capital Cap Battery,M
'Balefire' Rocket Launcher,H
Standup M-Set Thukker Advanced Component Manufacturing Material Efficiency,R
Federation Navy 500MN Microwarpdrive,M
Medium Drone Speed Augmentor II,R
Upgraded Armor EM Hardener I,L
‘Guillotine’ Thermal Reaper,H
Standup XL-Set Laboratory Optimization I,R
Limited Electron Blaster Cannon I,H
Recon System Scanner,M
Medium Remote Hull Repairer II,H
Civilian Gatling Pulse Laser,H
Capital C-5L Compact Shield Booster,M
XT-9000 Cruise Launcher,H
Large Shield Extender I,M
Indirect Target Acquisition I,M
Shadow Serpentis Micro Plasma Smartbomb,H
1400mm 'Jolt' Artillery I,H
Medium Core Defense Field Extender II,R
Large Armor Repairer II,L
Medium Capacitor Control Circuit I,R
Capital Hybrid Collision Accelerator I,R
Estamel's Modified Explosive Deflection Field,M
'Langour' Drive Disruptor I,M
Unit F-435454's Modified Drone Link Augmentor,H
Standup M-Set Drone and Fighter Manufacturing Material Efficiency II,R
Small Degenerative Concussion Bomb I,H
Standup Point Defense Battery I,H
Small Tracking Diagnostic Subroutines I,R
Secondary Parallel Link-Capacitor,M
Loki Propulsion - Wake Limiter,S
Remote Sensor Booster I,M
Dread Guristas Explosive Deflection Amplifier,M
Core B-Type Armor Thermal Hardener,L
True Sansha Dual Heavy Pulse Laser,H
Federation Navy Light Electron Blaster,H
Gyrostabilizer II,L
Armor EM Hardener II,L
Federation Navy Stasis Webifier,M
OLD Loki Propulsion - Interdiction Nullifier,S
Corpum B-Type Energized Explosive Membrane,L
'Nugget' Kinetic Deflection Field,M
Medium Egress Port Maximizer I,R
Thon's Modified Kinetic Deflection Amplifier,M
Pith A-Type Large Shield Booster,M
Medium Sentry Damage Augmentor I,R
Ammatar Navy Energized Explosive Membrane,L
Ladar ECM II,M
Thon's Modified Rapid Heavy Missile Launcher,H
Regulated Compact Triple Neutron Blaster Cannon,H
Gotan's Modified Gyrostabilizer,L
Mark I Generator Refitting: Capacitor Flux,L
ORE Miner,H
Federation Navy Light Ion Blaster,H
Small Shield Extender I,M
Standup M-Set Basic Medium Ship Manufacturing Material Efficiency II,R
Large Cargohold Optimization II,R
Medium Drone Durability Enhancer II,R
Large 'Vehemence' Shockwave Charge,H
Unit W-634's Modified Omnidirectional Tracking Link,M
F-43 Repetitive RADAR Backup Sensors,L
Prototype Energized Adaptive Nano Membrane I,L
Core B-Type 100MN Afterburner,M
Marked Generator Refitting: Diagnostic System,L
Thermal Dissipation Field II,M
Heavy Assault Missile Launcher I,H
800mm Heavy Gallium Repeating Cannon,H
Medium F-RX Prototype Capacitor Boost,M
Federation Navy Light Neutron Blaster,H
Hakim's Modified 100MN Afterburner,M
Corelum B-Type 50MN Microwarpdrive,M
Small Egress Port Maximizer I,R
Domination Large Proton Smartbomb,H
Domination Medium Proton Smartbomb,H
Tuvan's Modified Armor Explosive Hardener,L
Small Brief Capacitor Overcharge I,M
Mining Foreman Link - Harvester Capacitor Efficiency II,H
Standup L-Set Advanced Large Ship Manufacturing Efficiency II,R
Dual 180mm AutoCannon II,H
Beta Hull Mod Expanded Cargo,L
Kaikka's Modified Multispectral ECM,M
Data Analyzer II,M
Corpii B-Type Small Remote Capacitor Transmitter,H
Large Projectile Burst Aerator I,R
Energized Adaptive Nano Membrane II,L
Caldari Navy Explosive Deflection Amplifier,M
Medium Inefficient Hull Repair Unit,M
Dark Blood Mega Pulse Laser,H
200mm Carbide Railgun I,H
Extra Radar ECCM Scanning Array I,M
Gistum B-Type Kinetic Deflection Amplifier,M
Pith X-Type Explosive Deflection Field,M
Centus C-Type Armor Explosive Hardener,L
Dread Guristas Rapid Heavy Missile Launcher,H
Sealed Ladar Backup Cluster,L
Gist X-Type Explosive Deflection Field,M
Capital Particle Dispersion Projector II,R
Corpii C-Type Explosive Plating,L
Mizuro's Modified Heavy Warp Disruptor,M
Caldari Navy Stasis Webifier,M
Mizuro's Modified Thermal Plating,L
Thermal Exhaust System I,L
Capital Gravity Capacitor Upgrade II,R
Gist B-Type Explosive Deflection Field,M
Capital Armor Repairer II,L
Small Anti-Kinetic Screen Reinforcer II,R
Loki Offensive - Launcher Efficiency Configuration,S
Overdrive Injector System II,L
Domination Armor Thermal Hardener,L
Caldari Navy Small Shield Extender,M
'Pike' Small EMP Smartbomb I,H
Draclira's Modified Power Diagnostic System,L
Induced Compact Multispectral ECM,M
Focused Modal Medium Laser I,H
Capital Warhead Calefaction Catalyst II,R
Medium EW Drone Range Augmentor II,R
Capital Energy Burst Aerator II,R
X-Large Shield Booster I,M
Standup L-Set Invention Optimization I,R
Gotan's Modified Dual 650mm Repeating Cannon,H
Domination Torpedo Launcher,H
Ammatar Navy Medium Energy Nosferatu,H
Beta Hull Mod Reinforced Bulkheads,L
Drone Damage Rig II,R
Radar ECM II,M
EM Ward Field II,M
Large F-4a Ld-Sulfate Capacitor Charge Unit,M
True Sansha Quad Beam Laser,H
Beta Reactor Control: Shield Flux I,L
